CODI_CAPA,NOM_CAPA_CAT,NOM_CAPA_CAST,NOM_CAPA_ANG,COORD_X,COORD_Y,EQUIPAMENT,TELEFON,ADRECA
C001,Biblioteques,Bibliotecas,Libraries,432446.122,4582572.217,Biblioteca General Jaume I i Diposit de les Aigues,935421709,C Ramon Trias Fargas 25*27
C001,Biblioteques,Bibliotecas,Libraries,432446.122,4582572.217,Biblioteca de l'Institut Universitari d'Historia Jaume Vicens Vives,935422007,C Ramon Trias Fargas 25*27
C001,Biblioteques,Bibliotecas,Libraries,432465.153,4584186.792,Biblioteca d'Urbanisme,932914578,Av Diagonal 230
C001,Biblioteques,Bibliotecas,Libraries,432493.66,4587510.691,Centre Cultural Can Fabra-Biblioteca Ignasi Iglesias,933600550,C Segre 24*32
C001,Biblioteques,Bibliotecas,Libraries,432498.752,4589154.06,Biblioteca Trinitat Vella - J. Barbero,936762968,C Galicia 16
C001,Biblioteques,Bibliotecas,Libraries,432540.44,4584393.746,Centre de Documentacio Estadistica,932918880,C Llacuna 161
C001,Biblioteques,Bibliotecas,Libraries,432703.168,4581878.468,Biblioteca del Mar,935422837,C Doctor Aiguader 80
C001,Biblioteques,Bibliotecas,Libraries,432726.455,4586553.016,Biblioteca la Sagrera-Marina Clotet,933408675,C Camp del Ferro 1*3
C001,Biblioteques,Bibliotecas,Libraries,432758.015,4581836.967,Biblioteca de Medicina *Pg. Maritim,932211010,Pg Maritim Barceloneta 25*29
C001,Biblioteques,Bibliotecas,Libraries,433021.778,4582834.37,Biblioteca Xavier Benguerel,932251864,Av Bogatell 17
C001,Biblioteques,Bibliotecas,Libraries,433118.065,4585522.198,Biblioteca Sant Marti de Provencals,932565775,C Selva de Mar 215
C001,Biblioteques,Bibliotecas,Libraries,433600.705,4583824.516,Biblioteca Poblenou-Manuel Arranz,934856622,C Joncar 35
C001,Biblioteques,Bibliotecas,Libraries,433646.344,4587575.817,Biblioteca Bon Pastor,934980216,C Estadella 62
C001,Biblioteques,Bibliotecas,Libraries,433985.655,4584527.726,Collegi Oficial d'Infermeria de Barcelona-Biblioteca,932128108,C Pujades 350
C001,Biblioteques,Bibliotecas,Libraries,434197.372,4585477.36,Biblioteca Ramon d'Alos - Moner,932564929,Rbla Prim 87*89
C002,Museus,Museos,Museums,424878.627,4585923.806,Museu d'Historia de Barcelona - Museu Casa Verdaguer,932562122,Ctra Esglesia 104
C002,Museus,Museos,Museums,425864.612,4583255.731,Museu d'Historia de Barcelona - Museu Monestir de Pedralbes,932562122,Bda Monestir 9
C002,Museus,Museos,Museums,426026.602,4576056.666,Centre Interactiu del Peix,933363711,C Major de Mercabarna 74
C002,Museus,Museos,Museums,426386.082,4582244.927,DHUB Museus,932562300,Av Diagonal 686
C002,Museus,Museos,Museums,426386.089,4582244.929,DHUB Museus-Museu Textil i d'Indumentaria,932563465,Av Diagonal 686
C002,Museus,Museos,Museums,426386.089,4582244.929,DHUB Museus-Museu de Ceramica,932563465,Av Diagonal 686
C002,Museus,Museos,Museums,426386.089,4582244.929,DHUB Museus-Museu de les Arts Decoratives,932563465,Av Diagonal 686
C002,Museus,Museos,Museums,426478.396,4583041.419,Esglesia dels Caputxins de Sarria-Museu Etnografic Andino Amazonic,932043458,C Cardenal Vives i Tuto 16
C002,Museus,Museos,Museums,426491.27,4584158.766,Institut Quimic de Sarria - CETS-Museu,932672000,Via Augusta 390
C002,Museus,Museos,Museums,426539.599,4586156.597,Parc d'Atraccions del Tibidabo-Museu dels Automats,932117942,Pl Tibidabo 3*4
C002,Museus,Museos,Museums,426650.81,4581574.82,Futbol Club Barcelona-Museu Futbol Club Barcelona President Nunez,902189900,C Aristides Maillol 12*18
C002,Museus,Museos,Museums,426659.571,4582051.438,Facultat de Farmacia-Museu de la Farmacia Catalana,934024555,Av Joan XXIII 31
C002,Museus,Museos,Museums,427439.361,4585204.25,CosmoCaixa Barcelona,932126050,C Isaac Newton 26
C002,Museus,Museos,Museums,428246.768,4586518.185,Museu Palmero Arte,932126551,Judea 2
C002,Museus,Museos,Museums,428337.735,4583541.297,Museu Antic Car Club Catalunya,932095523,Via Augusta 182
C002,Museus,Museos,Museums,428697.615,4587021.821,Federacio Catalana de Tennis-Tennis Museum,934285353,Pg Vall d'Hebron 196
C002,Museus,Museos,Museums,428733.892,4580289.357,Fundacio Fran Daurel *Poble Espanyol,93 423 4172,Av Francesc Ferrer Guardia 13*27
C002,Museus,Museos,Museums,428801.042,4583780.499,Casa  Museu i Arxiu Joan Maragall,932413004,C Alfons XII 79
C002,Museus,Museos,Museums,428881.004,4582949.605,Museu i Centre d'Estudis de l'Esport Doctor Melcior Colet,934192232,C Buenos Aires 56*58
C002,Museus,Museos,Museums,428974.653,4580528.805,CaixaForum Centre Social i Cultural,934768600,Av Francesc Ferrer Guardia 6*8
C002,Museus,Museos,Museums,429004.348,4581045.423,Museu Barcelona Rock *Arenas de Barcelona,934265054,G.V. Corts Catalanes 373*385
C002,Museus,Museos,Museums,429060.296,4587472.084,Museu de Carruatges del Foment,934275813,Pl Josep Pallach 8
C002,Museus,Museos,Museums,429288.772,4580254.716,Museu Nacional d'Art de Catalunya,936220376,C Mirador Palau Nacional 6*10
C002,Museus,Museos,Museums,429315.949,4585209.083,Museu d'Historia de Barcelona - Centre d'Interpretacio Casa del Guarda del Park Guell,932562122,C Olot 7
C002,Museus,Museos,Museums,429352.47,4585316.332,Casa-Museu Gaudi,932193811,Ctra Carmel 23
C002,Museus,Museos,Museums,429352.869,4580640.17,Museu de la Guardia Urbana,932915021,C Guardia Urbana 3
C002,Museus,Museos,Museums,429508.124,4580275.733,Museu Etnologic,932563484,Pg Santa Madrona 16*22
C002,Museus,Museos,Museums,429519.632,4583193.494,Museu Casa Taller Pintor Durancamps-Casas,934153911,Av Diagonal 407
C002,Museus,Museos,Museums,429583.871,4579580.242,Museu de Ciencies Naturals de Barcelona - Jardi Botanic de Barcelona,932564160,C Doctor Font i Quer 2
C002,Museus,Museos,Museums,429592.179,4579954.548,Museu Olimpic i de l'Esport Joan Antoni Samaranch,932925379,Av Estadi 60
C002,Museus,Museos,Museums,429648.357,4580395.586,Museu d'Arqueologia de Catalunya,934246577,Pg Santa Madrona 39*41
C002,Museus,Museos,Museums,429656.104,4579480.639,Museu de Ciencies Naturals de Barcelona - Institut Botanic de Barcelona-Gabinet Salvador,932890611,Pg Migdia 187
C002,Museus,Museos,Museums,429770.728,4587103.08,Centre Estudis Divulgacio Escoltisme-Museu Escoltisme,933588051,C Plana 10
C002,Museus,Museos,Museums,429854.167,4580183.393,Fundacio Joan Miro-Museu,934439470,Av Miramar 1
C002,Museus,Museos,Museums,429894.155,4582949.564,Perruqueria Raffel Pages *Rbla Catalunya-Museu de la Perruqueria Raffel Pages,932052419,Rbla Catalunya 99
C002,Museus,Museos,Museums,429973.709,4583212.994,Fundacio Sunol,934961032,Pg Gracia 98
C002,Museus,Museos,Museums,430043.099,4583185.514,CatalunyaCaixa Obra Social - Casa Mila - La Pedrera-Espai Gaudi: Pis. Golfes i Terrat,null,Provenca 261
C002,Museus,Museos,Museums,430129.773,4587671.427,Museu Africa Daniel Comboni,934278577,Feliu i Codina 59
C002,Museus,Museos,Museums,430148.352,4582469.442,Museu del Modernisme Catala,932722896,C Balmes 48
C002,Museus,Museos,Museums,430151.344,4582351.406,Museu Geologic del Seminari Conciliar de Barcelona,934541600,C Diputacio 231
C002,Museus,Museos,Museums,430182.354,4582762.912,Fundacio Antoni Tapies-Museu,934870315,C Arago 255
C002,Museus,Museos,Museums,430266.429,4582995.714,Fundacio Arqueologica Clos-Museu Egipci de Barcelona,934880188,C Valencia 284
C002,Museus,Museos,Museums,430303.222,4582469.692,Fundacion Francisco Godia,932723180,C Diputacio 250
C002,Museus,Museos,Museums,430305.203,4582756.608,Museu del Perfum - Fundacio Planas Giralt,932160121,Pg Gracia 39
C002,Museus,Museos,Museums,430433.416,4579752.778,Museu del Comic i la Illustracio,null,Ctra Montjuic 62*68
C002,Museus,Museos,Museums,430440.515,4581835.505,Museu d'Art Contemporani de Barcelona,934120810,Pl angels 1
C002,Museus,Museos,Museums,430675.857,4581596.274,Biblioteca Nacional de Catalunya-Museu del Llibre Frederic Mares,932702300,Hospital 56
C002,Museus,Museos,Museums,430774.465,4583556.188,Museu del Clavegueram,null,Pg Sant Joan 96
C002,Museus,Museos,Museums,430921.417,4581729.96,Museu de l'Erotica de Barcelona,933189865,C la Rambla 96*LB
C002,Museus,Museos,Museums,431025.858,4582417.306,Museu-Teatre El Rey de la Magia,933187192,C Jonqueres 15
C002,Museus,Museos,Museums,431070.834,4581852.852,Museu de la Moto de Barcelona,933186584,C Palla 10
C002,Museus,Museos,Museums,431097.187,4581860.326,Museu del Calcat,933014533,Pl Sant Felip Neri 5
C002,Museus,Museos,Museums,431120.071,4584049.279,Temple Expiatori de la Sagrada Familia - Basilica-Museu Temple Expiatori,932073031,C Mallorca 401
C002,Museus,Museos,Museums,431192.885,4581024.266,Museu Maritim de Barcelona,933429920,Av Drassanes 1
C002,Museus,Museos,Museums,431206.18,4581989.125,Museu Diocesa de Barcelona,933152213,Av Catedral 4
C002,Museus,Museos,Museums,431211.354,4581947.319,Santa Esglesia Catedral Basilica de Barcelona-Cor,933428260,Pla Seu 3
C002,Museus,Museos,Museums,431211.36,4581947.325,Santa Esglesia Catedral Basilica de Barcelona-Museu,null,Pla Seu 3
C002,Museus,Museos,Museums,431262.571,4581942.702,Museu Frederic Mares,932563500,Pl Sant Iu 5
C002,Museus,Museos,Museums,431276.991,4581991.391,Museu Odontologic de Catalunya,933101555,C Tapineria 10
C002,Museus,Museos,Museums,431302.074,4581946.337,Museu d'Historia de Barcelona - Conjunt Monumental de la Placa del Rei,932562122,Pl Rei 7*9
C002,Museus,Museos,Museums,431311.289,4581150.737,Museu de Cera de Barcelona,933172649,Ptge Banca 5*7
C002,Museus,Museos,Museums,431362.527,4581719.858,Museu d'Idees i Invents de Barcelona,933327930,C Ciutat 7
C002,Museus,Museos,Museums,431540.63,4581557.634,Hemp Museum Gallery Barcelona,933197539,C Ample 35
C002,Museus,Museos,Museums,431554.758,4582085.448,Museu del Mamut de Barcelona,932688520,C Montcada 1
C002,Museus,Museos,Museums,431558.882,4582015.858,Museu Europeu d'Art Modern,933195693,C Barra de Ferro 5
C002,Museus,Museos,Museums,431603.365,4582042.114,Museu Picasso,932563000,C Montcada 15*23
C002,Museus,Museos,Museums,431609.7,4582028.859,DHUB Museus,932562300,C Montcada 12
C002,Museus,Museos,Museums,431629.716,4582012.062,Museu Barbier-Mueller d'Art Precolombi,null,C Montcada 14
C002,Museus,Museos,Museums,431678.75,4582289.597,Gremi Provincial de Pastisseria de Barcelona-Museu de la Xocolata,932687878,C Comerc 36
C002,Museus,Museos,Museums,431686.02,4583665.773,Museu Tauri,932455803,G.V. Corts Catalanes 749
C002,Museus,Museos,Museums,431756.498,4581715.568,Reial Academia Catalana de Belles Arts de Sant Jordi-Museu Belles Arts,933192432,Pg Isabel II 1
C002,Museus,Museos,Museums,431887.625,4582267.864,Museu de Ciencies Naturals de Barcelona - Museu Martorell,null,Pg Picasso 9*11
C002,Museus,Museos,Museums,431954.352,4583505.968,Museu de la Musica  -  L'Auditori,932563650,C Lepant 150
C002,Museus,Museos,Museums,431989.044,4581540.665,Museu d'Historia de Catalunya,932254700,Pl Pau Vila 3
C002,Museus,Museos,Museums,432455.604,4588228.645,Casa Bloc-Pis - Museu Habitatge 1/11,932563463,Pg Torras i Bages 91
C002,Museus,Museos,Museums,432801.677,4584002.806,Fundacio Privada Vila Casas-Espai de Pintura Contemporania Can Framis,933208736,C Roc Boronat 116*126
C002,Museus,Museos,Museums,432922.988,4587910.992,Fundacio Museu Historicosocial de La Maquinista Terrestre y Maritima y Macosa,null,C Ferran Junoy 10
C002,Museus,Museos,Museums,434943.929,4584856.692,Museu de Ciencies Naturals de Barcelona - Museu Blau,932562220,Pl Leonardo Da Vinci 4*5
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,424184.801,4586874.682,Espai de Gent Gran de Les Planes,null,Ctra Vallvidrera Planes 98
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,425111.429,4585429.749,Espai de Gent Gran Vallvidrera,934069053,C Reis Catolics 0016
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,425992.162,4581190.625,Casal de Gent Gran de Sant Ramon,933348353,Cardenal Reig 11*LB
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,426532.38,4581415.277,Futbol Club Barcelona-Casal de l'Avi Barca,934963600,Aristides Maillol 12*18
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,426589.429,4583663.842,Casal Sala del Roser,932030339,C Clos de Sant Francesc 62
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,426624.465,4583059.345,Centre Civic Sarria-Espai de Gent Gran de Sarria,932562720,C Eduardo Conde 22*42
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,426783.476,4583669.853,Casal de Gent Gran Can Fabregas,932032143,Pl Pere Figuera i Serra 1
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,427071.247,4581013.751,Club Sant Jordi *Sants,934320189,C Sants 339*343
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,427159.01,4581435.74,Casal de Gent Gran Joan Oliver - Pere Quart,933397168,C Comandant Benitez 0006
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,427180.755,4583168.353,Casal Maria Auxiliadora,932035252,Pg Sant Joan Bosco 70
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,427603.237,4582193.029,Centre d'Esplai i Convivencia Les Corts,933224823,C Doctor Ibanez 9*11
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,427638.466,4581510.712,Casal de Gent Gran de Sants,934901906,C Violant Hongria Rna Arago 135
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,427645.414,4584334.822,Llar Mossen Lluis Vidal,934178236,Bigai 12
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,427677.526,4581090.679,Esplai de Sants,933307516,C Joan Guell 23
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,427705.484,4581770.263,Casal de Gent Gran Can Novell,934098846,C Caballero 29
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,427757.208,4579065.125,Casal de Gent Gran Sant Cristofol,933312997,C Bronze 5*7
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,427875.805,4580906.277,Casal de gent gran Cotxeres de Sants,934215569,Pl Bonet i Muixi 0006
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428121.539,4582389.356,Residencia Assistida per a Gent Gran Les Corts-Casal de Gent Gran Les Corts,934394141,C Montnegre 33*35
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428152.765,4585056.779,Llar de Santa Cecilia,934174692,C Craywinckel 12
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428209.102,4583846.124,Esplai Bonanova,932018806,Muntaner 441
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428217.893,4583613.425,Casal de Gent Gran Can Castello,932417874,C Castello 1*7
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428218.664,4580809.737,Club Sant Jordi *Hostafrancs,934213737,C Leiva 2 D
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428244.863,4585943.836,Casal de Gent Gran Penitents,932126062,Pg Vall d'Hebron 76*78
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428261.335,4579680.451,Espai de Gent Gran del Polvori,933327805,C Guadalquivir 2
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428375.774,4579254.784,Casal de Gent Gran La Capa,934216976,C Alts Forns 82
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428448.846,4581259.354,Espai de Gent Gran Casinet d'Hostafrancs,null,C Rector Triado 53
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428504.917,4587265.778,Club Sant Jordi *Montbau,934280577,C angel Marques 14*18
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428641.954,4584126.756,Club Vedruna,932003931,C Sant Hermenegild 11*13
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428796.543,4586163.868,Casal de Gent Gran de la Teixonera,934296843,Besos 17*19
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428835.83,4587356.66,Casal de Gent Gran Vall d'Hebron,934287337,C Arquitecte Moragas 5
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428837.505,4583359.498,Casal Sant Ildefons,932007515,C Maria Cubi 0111
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428937.87,4582256.318,Espai de Gent Gran de l'Esquerra de l'Eixample,934108265,C Rossello 78*80
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,428958.617,4584444.838,Llar de la Mare de Deu de Gracia,932187403,Pl Lesseps 0025
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429053.068,4585777.61,Centre Civic El Coll - La Bruguera-Casal de Gent Gran,932857011,C Aldea 0015
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429148.811,4586543.137,Casal de Gent Gran d'Horta,934072423,Josep Sangenis 75
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429164.677,4581087.744,Accio Cultural i Comunitaria,934239746,G.V. Corts Catalanes 406
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429191.614,4583767.179,Centre jubil. parroquia Santa Teresa Jesus Infant,932181392,C Sant Marc 30
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429218.887,4581572.872,Llar jubilats Bon Recer,934234676,C Consell de Cent 118
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429415.448,4582536.113,Club Sant Jordi *Provenca,933234077,C Provenca 192*194
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429549.903,4587978.112,Casal de Gent Gran Canigo,934285403,Canigo 137
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429568.279,4585627.951,Esplai El Carmel,933580300,C Can Xirot 2
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429578.843,4586784.619,Esplai de Dante,934071263,C Farnes 1*3
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429587.001,4583620.832,Club Sant Jordi *Gracia,932175392,C Goya 1*3
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429597.654,4586659.273,Casal de Gent Gran d'Horta,933576050,C Tolra 21
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429638.848,4584829.188,Espai de Gent Gran Pau Casals,932100803,C Cardener 45
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429688.468,4581638.902,Club Sant Jordi *Borrell,934540337,G.V. Corts Catalanes 506*510
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429708.521,4583667.748,Associacio Gent Gran Mozart,932179411,C Mozart 24
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429775.154,4582628.637,Espai de Gent Gran Maria Aurelia Capmany,934536075,Enric Granados 47
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429812.63,4584265.27,Casal de Gent Gran Montmany,932850474,Montmany 0045
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429854.711,4582622.55,Casal Gent Gran Eixample,934520705,C Valencia 0207
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429874.05,4581291.971,Casal de Sords de Barcelona-grup de gent gran,932289804,C Tamarit 153
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,429891.414,4583859.299,Casal de Gent Gran de Gracia,932191040,C Siracusa 23*27
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,430009.036,4585279.288,Associacio de Gent Gran Esplai Sanllehy,932102904,C Vallseca 2
C003,Casals d'avis,Centros para la 3a edad,Senior citizens centres,430039.664,4587505.221,Casal de Gent Gran d'Horta,934287829,C Feliu i Codina 43
